"","Title","Author","Subject","Abstract","Meta"
"76","Infrared Adversarial Car Stickers","Xiaopei Zhu, Yuqiu Liu, Zhanhao Hu, Jianmin Li, Xiaolin Hu","Computer Vision and Pattern Recognition (cs.CV)","Infrared physical adversarial examples are of great significance for studying the security of infrared AI systems that are widely used in our lives such as autonomous driving. Previous infrared physical attacks mainly focused on 2D infrared pedestrian detection which may not fully manifest its destructiveness to AI systems. In this work, we propose a physical attack method against infrared detectors based on 3D modeling, which is applied to a real car. The goal is to design a set of infrared adversarial stickers to make cars invisible to infrared detectors at various viewing angles, distances, and scenes. We build a 3D infrared car model with real infrared characteristics and propose an infrared adversarial pattern generation method based on 3D mesh shadow. We propose a 3D control points-based mesh smoothing algorithm and use a set of smoothness loss functions to enhance the smoothness of adversarial meshes and facilitate the sticker implementation. Besides, We designed the aluminum stickers and conducted physical experiments on two real Mercedes-Benz A200L cars. Our adversarial stickers hid the cars from Faster RCNN, an object detector, at various viewing angles, distances, and scenes. The attack success rate (ASR) was 91.49% for real cars. In comparison, the ASRs of random stickers and no sticker were only 6.21% and 0.66%, respectively. In addition, the ASRs of the designed stickers against six unseen object detectors such as YOLOv3 and Deformable DETR were between 73.35%-95.80%, showing good transferability of the attack performance across detectors.","Thu, 16 May 2024 09:26:19 UTC (6,993 KB)"
"77","Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication","Boxun Liu, Shijian Gao, Zonghui Yang, Xiang Cheng, Liuqing Yang","Signal Processing (eess.SP)","Integrated sensing and communication (ISAC) emerges as a promising technology for B5G/6G, particularly in the millimeter-wave (mmWave) band. However, the widely utilized hybrid architecture in mmWave systems compromises multiplexing gain due to the constraints of limited radio frequency chains. Moreover, additional sensing functionalities exacerbate the impairment of spectrum efficiency (SE). In this paper, we present an optimized beam pattern modulation-embedded ISAC (BPM-ISAC) transceiver design, which spares one RF chain for sensing and the others for communication. To compensate for the reduced SE, index modulation across communication beams is applied. We formulate an optimization problem aimed at minimizing the mean squared error (MSE) of the sensing beampattern, subject to a symbol MSE constraint. This problem is then solved by sequentially optimizing the analog and digital parts. Both the multi-aperture structure (MAS) and the multi-beam structure (MBS) are considered for the design of the analog part. We conduct theoretical analysis on the asymptotic pairwise error probability (APEP) and the Cramér-Rao bound (CRB) of direction of arrival (DoA) estimation. Numerical simulations validate the overall enhanced ISAC performance over existing alternatives.","Thu, 16 May 2024 02:46:44 UTC (10,113 KB)"
"78","Optimizing Curved EM Skins for Opportunistic Relaying in Vehicular Networks","Reza Aghazadeh Ayoubi, Silvia Mura, Dario Tagliaferri, Marouan Mizmizi, Umberto Spagnolini","Signal Processing (eess.SP)","Electromagnetic skins (EMSs) are recognized for enhancing communication performance, spanning from coverage to capacity. While much of the scientific literature focuses on reconfigurable intelligent surfaces that dynamically adjust phase configurations over time, this study takes a different approach by considering low-cost static passive curved EMS (CEMS)s. These are pre-configured during manufacturing to conform to the shape of irregular surfaces, e.g., car doors, effectively transforming them into anomalous mirrors. This design allows vehicles to serve as opportunistic passive relays, mitigating blockage issues in vehicular networks. This paper delves into a novel design method for the phase profile of CEMS based on coarse a-priori distributions of incident and reflection angles onto the surface, influenced by vehicular traffic patterns. A penalty-based method is employed to optimize both the average spectral efficiency (SE) and average coverage probability, and it is compared against a lower-complexity and physically intuitive modular architecture, utilizing a codebook-based discrete optimization technique. Numerical results demonstrate that properly designed CEMS lead to a remarkable improvements in average SE and coverage probability, namely when the direct path is blocked.","Wed, 15 May 2024 23:39:02 UTC (4,632 KB)"
"79","Design and Implementation of mmWave Surface Wave Enabled Fluid Antennas and Experimental Results for Fluid Antenna Multiple Access","Yuanjun Shen, Boyi Tang, Shuai Gao, Kin-Fai Tong, Hang Wong, Kai-Kit Wong, Yangyang Zhang","Signal Processing (eess.SP)","While multiple-input multiple-output (MIMO) technologies continue to advance, concerns arise as to how MIMO can remain scalable if more users are to be accommodated with an increasing number of antennas at the base station (BS) in the upcoming sixth generation (6G). Recently, the concept of fluid antenna system (FAS) has emerged, which promotes position flexibility to enable transmitter channel state information (CSI) free spatial multiple access on one radio frequency (RF) chain. On the theoretical side, the fluid antenna multiple access (FAMA) approach offers a scalable alternative to massive MIMO spatial multiplexing. However, FAMA lacks experimental validation and the hardware implementation of FAS remains a mysterious approach. The aim of this paper is to provide a novel hardware design for FAS and evaluate the performance of FAMA using experimental data. Our FAS design is based on a dynamically reconfigurable ""fluid"" radiator which is capable of adjusting its position within a predefined space. One single-channel fluid antenna (SCFA) and one double-channel fluid antenna (DCFA) are designed, electromagnetically simulated, fabricated, and measured. The measured radiation patterns of prototypes are imported into channel and network models for evaluating their performance in FAMA. The experimental results demonstrate that in the 5G millimeter-wave (mmWave) bands (24-30 GHz), the FAS prototypes can vary their gain up to an averaged value of 11 dBi. In the case of 4-user FAMA, the double-channel FAS can significantly reduce outage probability by 57% and increases the multiplexing gain to 2.27 when compared to a static omnidirectional antenna.","Wed, 15 May 2024 19:08:04 UTC (7,338 KB)"
"80","Harnessing pattern-by-pattern linear classifiers for prediction with missing data","Angel D Reyero Lobo, Alexis Ayme (LPSM), Claire Boyer (LPSM), Erwan Scornet (LPSM)","Statistics Theory (math.ST)","Missing values have been thoroughly analyzed in the context of linear models, where the final aim is to build coefficient estimates. However, estimating coefficients does not directly solve the problem of prediction with missing entries: a manner to address empty components must be designed. Major approaches to deal with prediction with missing values are empirically driven and can be decomposed into two families: imputation (filling in empty fields) and pattern-by-pattern prediction, where a predictor is built on each missing pattern. Unfortunately, most simple imputation techniques used in practice (as constant imputation) are not consistent when combined with linear models. In this paper, we focus on the more flexible pattern-by-pattern approaches and study their predictive performances on Missing Completely At Random (MCAR) data. We first show that a pattern-by-pattern logistic regression model is intrinsically ill-defined, implying that even classical logistic regression is impossible to apply to missing data. We then analyze the perceptron model and show how the linear separability property extends to partially-observed inputs. Finally, we use the Linear Discriminant Analysis to prove that pattern-by-pattern LDA is consistent in a high-dimensional regime. We refine our analysis to more complex MNAR data.","Wed, 15 May 2024 09:08:22 UTC (58 KB)"
"81","Theorizing Deception: A Scoping Review of Theory in Research on Dark Patterns and Deceptive Design","Weichen Joe Chang, Katie Seaborn, Andrew A. Adams","Human-Computer Interaction (cs.HC)","The issue of dark patterns and deceptive designs (DPs) in everyday interfaces and interactions continues to grow. DPs are manipulative and malicious elements within user interfaces that deceive users into making unintended choices. In parallel, research on DPs has significantly increased over the past two decades. As the field has matured, epistemological gaps have also become a salient and pressing concern. In this scoping review, we assessed the academic work so far -- 51 papers between 2014 to 2023 -- to identify the state of theory in DP research. We identified the key theories employed, examined how these theories have been referenced, and call for enhancing the incorporation of theory into DP research. We also propose broad theoretical foundations to establish a comprehensive and solid base for contextualizing and informing future DP research from a variety of theoretical scopes and lenses.","Tue, 14 May 2024 00:44:09 UTC (172 KB)"
"82","Deceptive, Disruptive, No Big Deal: Japanese People React to Simulated Dark Commercial Patterns","Katie Seaborn, Tatsuya Itagaki, Mizuki Watanabe, Yijia Wang, Ping Geng, Takao Fujii, Yuto Mandai, Miu Kojima, Suzuka Yoshida","Human-Computer Interaction (cs.HC)","Dark patterns and deceptive designs (DPs) are user interface elements that trick people into taking actions that benefit the purveyor. Such designs are widely deployed, with special varieties found in certain nations like Japan that can be traced to global power hierarchies and the local socio-linguistic context of use. In this breaking work, we report on the first user study involving Japanese people (n=30) experiencing a mock shopping website injected with simulated DPs. We found that Alphabet Soup and Misleading Reference Pricing were the most deceptive and least noticeable. Social Proofs, Sneaking in Items, and Untranslation were the least deceptive but Untranslation prevented most from cancelling their account. Mood significantly worsened after experiencing the website. We contribute the first empirical findings on a Japanese consumer base alongside a scalable approach to evaluating user attitudes, perceptions, and behaviours towards DPs in an interactive context. We urge for more human participant research and ideally collaborations with industry to assess real designs in the wild.","Tue, 14 May 2024 00:35:13 UTC (7,651 KB)"
"83","EfficientTrain++: Generalized Curriculum Learning for Efficient Visual Backbone Training","Yulin Wang, Yang Yue, Rui Lu, Yizeng Han, Shiji Song, Gao Huang","Computer Vision and Pattern Recognition (cs.CV)","The superior performance of modern visual backbones usually comes with a costly training procedure. We contribute to this issue by generalizing the idea of curriculum learning beyond its original formulation, i.e., training models using easier-to-harder data. Specifically, we reformulate the training curriculum as a soft-selection function, which uncovers progressively more difficult patterns within each example during training, instead of performing easier-to-harder sample selection. Our work is inspired by an intriguing observation on the learning dynamics of visual backbones: during the earlier stages of training, the model predominantly learns to recognize some 'easier-to-learn' discriminative patterns in the data. These patterns, when observed through frequency and spatial domains, incorporate lower-frequency components, and the natural image contents without distortion or data augmentation. Motivated by these findings, we propose a curriculum where the model always leverages all the training data at every learning stage, yet the exposure to the 'easier-to-learn' patterns of each example is initiated first, with harder patterns gradually introduced as training progresses. To implement this idea in a computationally efficient way, we introduce a cropping operation in the Fourier spectrum of the inputs, enabling the model to learn from only the lower-frequency components. Then we show that exposing the contents of natural images can be readily achieved by modulating the intensity of data augmentation. Finally, we integrate these aspects and design curriculum schedules with tailored search algorithms. The resulting method, EfficientTrain++, is simple, general, yet surprisingly effective. It reduces the training time of a wide variety of popular models by 1.5-3.0x on ImageNet-1K/22K without sacrificing accuracy. It also demonstrates efficacy in self-supervised learning (e.g., MAE).","Tue, 14 May 2024 17:00:43 UTC (15,942 KB)"
"84","Representing Information on DNA using Patterns Induced by Enzymatic Labeling","Daniella Bar-Lev, Tuvi Etzion, Eitan Yaakobi, Zohar Yakhini","Information Theory (cs.IT)","Enzymatic DNA labeling is a powerful tool with applications in biochemistry, molecular biology, biotechnology, medical science, and genomic research. This paper contributes to the evolving field of DNA-based data storage by presenting a formal framework for modeling DNA labeling in strings, specifically tailored for data storage purposes. Our approach involves a known DNA molecule as a template for labeling, employing patterns induced by a set of designed labels to represent information. One hypothetical implementation can use CRISPR-Cas9 and gRNA reagents for labeling. Various aspects of the general labeling channel, including fixed-length labels, are explored, and upper bounds on the maximal size of the corresponding codes are given. The study includes the development of an efficient encoder-decoder pair that is proven optimal in terms of maximum code size under specific conditions.","Tue, 14 May 2024 10:01:51 UTC (17 KB)"
"85","Neuromorphic Robust Estimation of Nonlinear Dynamical Systems Applied to Satellite Rendezvous","Reza Ahmadvand, Sarah Safura Sharif, Yaser Mike Banad","Systems and Control (eess.SY)","State estimation of nonlinear dynamical systems has long aimed to balance accuracy, computational efficiency, robustness, and reliability. The rapid evolution of various industries has amplified the demand for estimation frameworks that satisfy all these factors. This study introduces a neuromorphic approach for robust filtering of nonlinear dynamical systems: SNN-EMSIF (spiking neural network-extended modified sliding innovation filter). SNN-EMSIF combines the computational efficiency and scalability of SNNs with the robustness of EMSIF, an estimation framework designed for nonlinear systems with zero-mean Gaussian noise. Notably, the weight matrices are designed according to the system model, eliminating the need for a learning process. The framework's efficacy is evaluated through comprehensive Monte Carlo simulations, comparing SNN-EMSIF with EKF and EMSIF. Additionally, it is compared with SNN-EKF in the presence of modeling uncertainties and neuron loss, using RMSEs as a metric. The results demonstrate the superior accuracy and robustness of SNN-EMSIF. Further analysis of runtimes and spiking patterns reveals an impressive reduction of 85% in emitted spikes compared to possible spikes, highlighting the computational efficiency of SNN-EMSIF. This framework offers a promising solution for robust estimation in nonlinear dynamical systems, opening new avenues for efficient and reliable estimation in various industries that can benefit from neuromorphic computing.","Tue, 14 May 2024 07:43:10 UTC (3,143 KB)"
"86","Enhancing Rover Mobility Monitoring: Autoencoder-driven Anomaly Detection for Curiosity","Mielad Sabzehi, Peter Rollins","Robotics (cs.RO)","Over eleven years into its mission, the Mars Science Laboratory remains vital to NASA's Mars exploration. Safeguarding the rover's long-term functionality is a top mission priority. In this study, we introduce and test undercomplete autoencoder models for detecting drive anomalies, using telemetry data from wheel actuators, the Rover Inertial Measurement Unit (RIMU), and the suspension system. Our approach enhances post-drive data analysis during tactical downlink sessions. We explore various model architectures and input features to understand their impact on performance. Evaluating the models involves testing them on unseen data to mimic real-world scenarios. Our experiments demonstrate the undercomplete autoencoder model's effectiveness in detecting drive anomalies within the Curiosity rover dataset. Remarkably, the model even identifies subtle anomalous telemetry patterns missed by human operators. Additionally, we provide insights into optimal design choices by comparing different model architectures and input features. The model's ability to capture inconspicuous anomalies, potentially indicating early-stage failures, holds promise for the field, by improving the reliability and safety of future planetary exploration missions through early anomaly detection and proactive maintenance.","Mon, 13 May 2024 17:53:51 UTC (7,458 KB)"
"87","Effective medium properties of stealthy hyperuniform photonic structures using multiscale physics-informed neural networks","Roberto Riganti, Yilin Zhu, Wei Cai, Salvatore Torquato, Luca Dal Negro","Optics (physics.optics)","In this article, we employ multiscale physics-informed neural networks (MscalePINNs) for the inverse retrieval of the effective permittivity and homogenization of finite-size photonic media with stealthy hyperuniform (SHU) disordered geometries. Specifically, we show that MscalePINNs are capable of capturing the fast spatial variations of complex fields scattered by arrays of dielectric nanocylinders arranged according to isotropic SHU point patterns, thus enabling a systematic methodology to inverse retrieve their effective dielectric profiles. Our approach extends the recently developed high-frequency homogenization theory of hyperuniform media and retrieves more general permittivity profiles for applications-relevant finite-size SHU systems, unveiling unique features related to their isotropic nature. In particular, we demonstrate the existence of a transparency region beyond the long-wavelength approximation, enabling effective and isotropic homogenization even without disorder-averaging, in contrast to the case of uncorrelated Poisson random patterns. We believe that the multiscale network approach introduced here enables the efficient inverse design of general effective media and finite-size metamaterials with isotropic electromagnetic responses beyond the limitations of traditional homogenization theories.","Mon, 13 May 2024 16:08:53 UTC (9,661 KB)[v2] Tue, 14 May 2024 14:47:25 UTC (9,661 KB)"
"88","Constructing a BPE Tokenization DFA","Martin Berglund, Willeke Martens, Brink van der Merwe","Formal Languages and Automata Theory (cs.FL)","Many natural language processing systems operate over tokenizations of text to address the open-vocabulary problem. In this paper, we give and analyze an algorithm for the efficient construction of deterministic finite automata designed to operate directly on tokenizations produced by the popular byte pair encoding technique. This makes it possible to apply many existing techniques and algorithms to the tokenized case, such as pattern matching, equivalence checking of tokenization dictionaries, and composing tokenized languages in various ways.","Mon, 13 May 2024 11:59:24 UTC (17 KB)"
"89","G-VOILA: Gaze-Facilitated Information Querying in Daily Scenarios","Zeyu Wang, Yuanchun Shi, Yuntao Wang, Yuchen Yao, Kun Yan, Yuhan Wang, Lei Ji, Xuhai Xu, Chun Yu","Human-Computer Interaction (cs.HC)","Modern information querying systems are progressively incorporating multimodal inputs like vision and audio. However, the integration of gaze -- a modality deeply linked to user intent and increasingly accessible via gaze-tracking wearables -- remains underexplored. This paper introduces a novel gaze-facilitated information querying paradigm, named G-VOILA, which synergizes users' gaze, visual field, and voice-based natural language queries to facilitate a more intuitive querying process. In a user-enactment study involving 21 participants in 3 daily scenarios (p = 21, scene = 3), we revealed the ambiguity in users' query language and a gaze-voice coordination pattern in users' natural query behaviors with G-VOILA. Based on the quantitative and qualitative findings, we developed a design framework for the G-VOILA paradigm, which effectively integrates the gaze data with the in-situ querying context. Then we implemented a G-VOILA proof-of-concept using cutting-edge deep learning techniques. A follow-up user study (p = 16, scene = 2) demonstrates its effectiveness by achieving both higher objective score and subjective score, compared to a baseline without gaze data. We further conducted interviews and provided insights for future gaze-facilitated information querying systems.","Mon, 13 May 2024 11:24:53 UTC (5,499 KB)"
"90","InAs on Insulator: A New Platform for Cryogenic Hybrid Superconducting Electronics","Alessandro Paghi, Giacomo Trupiano, Giorgio De Simoni, Omer Arif, Lucia Sorba, Francesco Giazotto","Superconductivity (cond-mat.supr-con)","Superconducting circuits based on hybrid InAs Josephson Junctions (JJs) play a starring role in the design of fast and ultra-low power consumption solid-state quantum electronics and exploring novel physical phenomena. Conventionally, 3D substrates, 2D quantum wells (QWs), and 1D nanowires (NWs) made of InAs are employed to create superconductive circuits with hybrid JJs. Each platform has its advantages and disadvantages. Here, we proposed the InAs-on-insulator (InAsOI) as a groundbreaking platform for developing superconducting electronics. An epilayer of semiconductive InAs with different electron densities was grown onto an InAlAs metamorphic buffer layer, efficiently used as a cryogenic insulator to decouple adjacent devices electrically. JJs with various lengths and widths were fabricated employing Al as a superconductor and InAs with different electron densities. We achieved a switching current density of 7.3 uA/um, a critical voltage of 50-to-80 uV, and a critical temperature equal to that of the superconductor used. For all the JJs, the switching current follows a characteristic Fraunhofer pattern with an out-of-plane magnetic field. These achievements enable the use of InAsOI to design and fabricate surface-exposed Josephson Field Effect Transistors with high critical current densities and superior gating properties.","Mon, 13 May 2024 10:39:16 UTC (1,608 KB)"
"91","AnomalyLLM: Few-shot Anomaly Edge Detection for Dynamic Graphs using Large Language Models","Shuo Liu, Di Yao, Lanting Fang, Zhetao Li, Wenbin Li, Kaiyu Feng, XiaoWen Ji, Jingping Bi","Machine Learning (cs.LG)","Detecting anomaly edges for dynamic graphs aims to identify edges significantly deviating from the normal pattern and can be applied in various domains, such as cybersecurity, financial transactions and AIOps. With the evolving of time, the types of anomaly edges are emerging and the labeled anomaly samples are few for each type. Current methods are either designed to detect randomly inserted edges or require sufficient labeled data for model training, which harms their applicability for real-world applications. In this paper, we study this problem by cooperating with the rich knowledge encoded in large language models(LLMs) and propose a method, namely AnomalyLLM. To align the dynamic graph with LLMs, AnomalyLLM pre-trains a dynamic-aware encoder to generate the representations of edges and reprograms the edges using the prototypes of word embeddings. Along with the encoder, we design an in-context learning framework that integrates the information of a few labeled samples to achieve few-shot anomaly detection. Experiments on four datasets reveal that AnomalyLLM can not only significantly improve the performance of few-shot anomaly detection, but also achieve superior results on new anomalies without any update of model parameters.","Mon, 13 May 2024 10:37:50 UTC (1,918 KB)"
"92","Random walk model that universally generates inverse square Lévy walk by eliminating search cost minimization constraint","Shuji Shinohara, Daiki Morita, Hayato Hirai, Ryosuke Kuribayashi, Nobuhito Manome, Toru Moriyama, Hiroshi Okamoto, Yoshihiro Nakajima, Pegio-Yukio Gunji, Ung-il Chung","Multiagent Systems (cs.MA)","The Lévy walk, a type of random walk characterized by linear step lengths that follow a power-law distribution, is observed in the migratory behaviors of various organisms, ranging from bacteria to humans. Notably, Lévy walks with power exponents close to two are frequently observed, though their underlying causes remain elusive. This study introduces a simplified, abstract random walk model designed to produce inverse square Lévy walks, also known as Cauchy walks and explores the conditions that facilitate these phenomena. In our model, agents move toward a randomly selected destination in multi-dimensional space, and their movement strategy is parameterized by the extent to which they pursue the shortest path. When the search cost is proportional to the distance traveled, this parameter effectively reflects the emphasis on minimizing search costs. Our findings reveal that strict adherence to this cost minimization constraint results in a Brownian walk pattern. However, removing this constraint transitions the movement to an inverse square Lévy walk. Therefore, by modulating the prioritization of search costs, our model can seamlessly alternate between Brownian and Cauchy walk dynamics. This model has the potential to be utilized for exploring the parameter space of an optimization problem.","Mon, 13 May 2024 08:22:44 UTC (972 KB)[v2] Tue, 14 May 2024 01:44:36 UTC (976 KB)"
"93","Hell is Paved with Good Intentions: The Intricate Relationship Between Cognitive Biases and Dark Patterns","Thomas Mildner, Albert Inkoom, Rainer Malaka, Jasmin Niess","Human-Computer Interaction (cs.HC)","Throughout the past decade, research in HCI has identified numerous instances of dark patterns in digital interfaces. These efforts have led to a well-fostered typology describing harmful strategies users struggle to navigate. However, an in-depth understanding of the underlying mechanisms that deceive, coerce, or manipulate users is missing. We explore the interplay between cognitive biases and dark patterns to address this gap. To that end, we conducted four focus groups with experts (N=15) in psychology and dark pattern scholarship, inquiring how they conceptualise the relation between cognitive biases and dark patterns. Based on our results, we constructed the ""Relationship Model of Cognitive Biases and Dark Patterns"" which illustrates how cognitive bias and deceptive design patterns relate and identifies opportune moments for ethical reconsideration and user protection mechanisms. Our insights contribute to the current discourse by emphasising ethical design decisions and their implications in the field of HCI.","Sun, 12 May 2024 21:28:59 UTC (916 KB)"
"94","Fields, Bridges, and Foundations: How Researchers Browse Citation Network Visualizations","Kiroong Choe, Eunhye Kim, Sangwon Park, Jinwook Seo","Human-Computer Interaction (cs.HC)","Visualizing citation relations with network structures is widely used, but the visual complexity can make it challenging for individual researchers to navigate through them. We collected data from 18 researchers using an interface that we designed using network simplification methods and analyzed how users browsed and identified important papers. Our analysis reveals six major patterns used for identifying papers of interest, which can be categorized into three key components: Fields, Bridges, and Foundations, each viewed from two distinct perspectives: layout-oriented and connection-oriented. The connection-oriented approach was found to be more effective for selecting relevant papers, but the layout-oriented method was adopted more often, even though it led to unexpected results and user frustration. Our findings emphasize the importance of integrating these components and the necessity to balance visual layouts with meaningful connections to enhance the effectiveness of citation networks in academic browsing systems.","Sun, 12 May 2024 12:28:15 UTC (6,265 KB)"
"95","A continuum geometric approach for inverse design of origami structures","Alon Sardas, Michael Moshe, Cy Maor","Soft Condensed Matter (cond-mat.soft)","Miura-Ori, a celebrated origami pattern that facilitates functionality in matter, has found multiple applications in the field of mechanical metamaterials. Modifications of Miura-Ori pattern can produce curved configurations during folding, thereby enhancing its potential functionalities. Thus, a key challenge in designing generalized Miura-Ori structures is to tailor their folding patterns to achieve desired geometries. In this work, we address this inverse-design problem by developing a new continuum framework for the differential geometry of generalized Miura-Ori. By assuming that the perturbation to the classical Miura-Ori is slowly varying in space, we derive analytical relations between geometrical properties and the perturbation field. These relationships are shown to be invertible, allowing us to design complex curved geometries. Our framework enables porting knowledge, methods and tools from continuum theories of matter and differential geometry to the field of origami metamaterials.","Sun, 12 May 2024 10:53:58 UTC (5,124 KB)"
"96","Chained Flexible Capsule Endoscope: Unraveling the Conundrum of Size Limitations and Functional Integration for Gastrointestinal Transitivity","Sishen Yuan, Guang Li, Baijia Liang, Lailu Li, Qingzhuo Zheng, Shuang Song, Zhen Li, Hongliang Ren","Medical Physics (physics.med-ph)","Capsule endoscopes, predominantly serving diagnostic functions, provide lucid internal imagery but are devoid of surgical or therapeutic capabilities. Consequently, despite lesion detection, physicians frequently resort to traditional endoscopic or open surgical procedures for treatment, resulting in more complex, potentially risky interventions. To surmount these limitations, this study introduces a chained flexible capsule endoscope (FCE) design concept, specifically conceived to navigate the inherent volume constraints of capsule endoscopes whilst augmenting their therapeutic functionalities. The FCE's distinctive flexibility originates from a conventional rotating joint design and the incision pattern in the flexible material. In vitro experiments validated the passive navigation ability of the FCE in rugged intestinal tracts. Further, the FCE demonstrates consistent reptile-like peristalsis under the influence of an external magnetic field, and possesses the capability for film expansion and disintegration under high-frequency electromagnetic stimulation. These findings illuminate a promising path toward amplifying the therapeutic capacities of capsule endoscopes without necessitating a size compromise.","Sun, 12 May 2024 08:42:05 UTC (40,947 KB)"
"97","Nanophotonic oscillators for laser conversion beyond an octave","Grant M. Brodnik, Haixin Liu, David R. Carlson, Jennifer A. Black, Scott B. Papp","Optics (physics.optics)","Many uses of lasers place the highest importance on access to specific wavelength bands. For example, mobilizing optical-atomic clocks for a leap in sensing requires compact lasers at frequencies spread across the visible and near infrared. Integrated photonics enables high-performance, scalable laser platforms, however, customizing laser-gain media to support wholly new bands is challenging and often prohibitively mismatched in scalability to early quantum-based sensing and information systems. Here, we demonstrate a microresonator optical-parametric oscillator (OPO) that converts a pump laser to an output wave within a frequency span exceeding an octave. We achieve phase matching for oscillation by nanopatterning the microresonator to open a photonic-crystal bandgap on the mode of the pump laser. By adjusting the nanophotonic pattern and hence the bandgap, the ratio of output OPO wave frequency span to required pump laser tuning is more than 10,000. We also demonstrate tuning the oscillator in free-spectral-range steps, more finely with temperature, and minimal additive frequency noise of the laser-conversion process. Our work shows that nanophotonics offers control of laser conversion in microresonators, bridging phase-matching of nonlinear optics and application requirements for laser designs.","Fri, 10 May 2024 18:03:11 UTC (641 KB)"
"98","RNA Secondary Structure Prediction Using Transformer-Based Deep Learning Models","Yanlin Zhou, Tong Zhan, Yichao Wu, Bo Song, Chenxi Shi","Biomolecules (q-bio.BM)","The Human Genome Project has led to an exponential increase in data related to the sequence, structure, and function of biomolecules. Bioinformatics is an interdisciplinary research field that primarily uses computational methods to analyze large amounts of biological macromolecule data. Its goal is to discover hidden biological patterns and related information. Furthermore, analysing additional relevant information can enhance the study of biological operating mechanisms. This paper discusses the fundamental concepts of RNA, RNA secondary structure, and its prediction.Subsequently, the application of machine learning technologies in predicting the structure of biological macromolecules is explored. This chapter describes the relevant knowledge of algorithms and computational complexity and presents a RNA tertiary structure prediction algorithm based on ResNet. To address the issue of the current scoring function's unsuitability for long RNA, a scoring model based on ResNet is proposed, and a structure prediction algorithm is designed. The chapter concludes by presenting some open and interesting challenges in the field of RNA tertiary structure prediction.","Sun, 14 Apr 2024 08:36:14 UTC (969 KB)"
"99","A numerical code for the analysis of magnetic white dwarf spectra that includes field effects on the chemical equilibrium","Matías Vera-Rueda, René D. Rohrmann","Solar and Stellar Astrophysics (astro-ph.SR)","We present a new magnetic-atmosphere model code for obtaining synthetic spectral fluxes of hydrogen-rich magnetic white dwarfs. To date, observed spectra have been analyzed with models that neglect the magnetic field's effects on the atomic populations. In this work, we incorporate state-of-art theory in the evaluation of numerical densities of atoms, free electrons, and ions in local thermodynamical equilibrium under the action of a magnetic field. The energy distribution of atoms is rigorously evaluated for arbitrary field strength. This energy pattern includes going from tightly bound states to metastable or truly bound, highly excited states embedded in the continuum, that is, over the first Landau level. Finite nuclear mass effects and the coupling between the internal atomic structure and the motion of the atom across the magnetic field are also considered. Synthetic fluxes are generated with integrations of numerical solutions of polarized radiative transfer over the visible stellar disk using a spherical t-design method. The atmosphere code is tested with observations from the Sloan Digital Sky Survey for a group of known magnetic white dwarfs. Physical stellar parameters are obtained from least-squares fits to the observed energy distribution and compared with results of previous works. We show that the use of zerofield ionization equilibrium in spectral analyses can lead to underestimated effective temperatures for highly magnetic white dwarfs.","Fri, 10 May 2024 17:03:27 UTC (1,702 KB)[v2] Fri, 17 May 2024 17:28:52 UTC (1,702 KB)"
"100","Automatic Structural Search of Tensor Network States including Entanglement Renormalization","Ryo Watanabe, Hiroshi Ueda","Quantum Physics (quant-ph)","Tensor network (TN) states, including entanglement renormalization (ER), can encompass a wider variety of entangled states. When the entanglement structure of the quantum state of interest is non-uniform in real space, accurately representing the state with a limited number of degrees of freedom hinges on appropriately configuring the TN to align with the entanglement pattern. However, a proposal has yet to show a structural search of ER due to its high computational cost and the lack of flexibility in its algorithm. In this study, we conducted an optimal structural search of TN, including ER, based on the reconstruction of their local structures with respect to variational energy. Firstly, we demonstrated that our algorithm for the spin-$1/2$ tetramer singlets model could calculate exact ground energy using the multi-scale entanglement renormalization ansatz (MERA) structure as an initial TN structure. Subsequently, we applied our algorithm to the random XY models with the two initial structures: MERA and the suitable structure underlying the strong disordered renormalization group. We found that, in both cases, our algorithm achieves improvements in variational energy, fidelity, and entanglement entropy. The degree of improvement in these quantities is superior in the latter case compared to the former, suggesting that utilizing an existing TN design method as a preprocessing step is important for maximizing our algorithm's performance.","Fri, 10 May 2024 15:24:10 UTC (1,217 KB)"
