"","Title","Author","Subject","Abstract","Meta"
"76","The Jive Verification System and its Transformative Impact on Weather Forecasting Operations","Nicholas Loveday, Deryn Griffiths, Tennessee Leeuwenburg, Robert Taggart, Thomas C. Pagano, George Cheng, Kevin Plastow, Elizabeth Ebert, Cassandra Templeton, Maree Carroll, Mohammadreza Khanarmuei, Isha Nagpal","Atmospheric and Oceanic Physics (physics.ao-ph)","Forecast verification is critical for continuous improvement in meteorological organizations. The Jive verification system was originally developed to assess the accuracy of public weather forecasts issued by the Australian Bureau of Meteorology. It started as a research project in 2015 and gradually evolved into the operational verification system that went live in 2022. The system includes daily verification dashboards for forecasters to visualize recent forecast performance and ""Evidence Targeted Automation"" dashboards for exploring the performance of competing forecast systems. Additionally, there is a Jupyter Notebook server with the Jive Python library which supports research experiments, case studies, and the development of new verification metrics and tools.
This paper shows how the Jive verification project helped bring verification to the forefront at the Bureau of Meteorology, leading to more accurate, streamlined forecasts. Jive has been used to provide evidence for forecast automation decisions and has helped to understand the evolving role of meteorologists in the forecast process. It has given operational meteorologists tools for evaluating forecast processes, including identifying when and how manual interventions lead to superior predictions. The project also led to new verification science, including novel metrics that are decision-focused, including for extreme conditions. Additionally, Jive has provided the Bureau with an enterprise-wide data analysis environment and has prompted a clarification of forecast definitions.
These collective impacts have resulted in more accurate forecasts, ultimately benefiting society, and building trust with forecast users. These positive outcomes highlight the importance of meteorological organizations investing in verification science and technology.","Mon, 29 Apr 2024 05:00:40 UTC (852 KB)"
"77","Mixture-of-Instructions: Comprehensive Alignment of a Large Language Model through the Mixture of Diverse System Prompting Instructions","Bowen Xu, Shaoyu Wu, Kai Liu, Lulu Hu","Computation and Language (cs.CL)","With the proliferation of large language models (LLMs), the comprehensive alignment of such models across multiple tasks has emerged as a critical area of research. Existing alignment methodologies primarily address single task, such as multi-turn dialogue, coding, mathematical problem-solving, and tool usage. However, AI-driven products that leverage language models usually necessitate a fusion of these abilities to function effectively in real-world scenarios. Moreover, the considerable computational resources required for proper alignment of LLMs underscore the need for a more robust, efficient, and encompassing approach to multi-task alignment, ensuring improved generative performance. In response to these challenges, we introduce a novel technique termed Mixture-of-Instructions (MoI), which employs a strategy of instruction concatenation combined with diverse system prompts to boost the alignment efficiency of language models. We have also compiled a diverse set of seven benchmark datasets to rigorously evaluate the alignment efficacy of the MoI-enhanced language model. Our methodology was applied to the open-source Qwen-7B-chat model, culminating in the development of Qwen-SFT-MoI. This enhanced model demonstrates significant advancements in generative capabilities across coding, mathematics, and tool use tasks.","Mon, 29 Apr 2024 03:58:12 UTC (3,478 KB)"
"78","ViOCRVQA: Novel Benchmark Dataset and Vision Reader for Visual Question Answering by Understanding Vietnamese Text in Images","Huy Quang Pham, Thang Kien-Bao Nguyen, Quan Van Nguyen, Dan Quang Tran, Nghia Hieu Nguyen, Kiet Van Nguyen, Ngan Luu-Thuy Nguyen","Computer Vision and Pattern Recognition (cs.CV)","Optical Character Recognition - Visual Question Answering (OCR-VQA) is the task of answering text information contained in images that have just been significantly developed in the English language in recent years. However, there are limited studies of this task in low-resource languages such as Vietnamese. To this end, we introduce a novel dataset, ViOCRVQA (Vietnamese Optical Character Recognition - Visual Question Answering dataset), consisting of 28,000+ images and 120,000+ question-answer pairs. In this dataset, all the images contain text and questions about the information relevant to the text in the images. We deploy ideas from state-of-the-art methods proposed for English to conduct experiments on our dataset, revealing the challenges and difficulties inherent in a Vietnamese dataset. Furthermore, we introduce a novel approach, called VisionReader, which achieved 0.4116 in EM and 0.6990 in the F1-score on the test set. Through the results, we found that the OCR system plays a very important role in VQA models on the ViOCRVQA dataset. In addition, the objects in the image also play a role in improving model performance. We open access to our dataset at link (this https URL) for further research in OCR-VQA task in Vietnamese.","Mon, 29 Apr 2024 03:17:47 UTC (9,443 KB)"
"79","6G comprehensive intelligence: network operations and optimization based on Large Language Models","Sifan Long, Fengxiao Tang, Yangfan Li, Tiao Tan, Zhengjie Jin, Ming Zhao, Nei Kato","Networking and Internet Architecture (cs.NI)","The sixth generation mobile communication standard (6G) can promote the development of Industrial Internet and Internet of Things (IoT). To achieve comprehensive intelligent development of the network and provide customers with higher quality personalized services. This paper proposes a network performance optimization and intelligent operation network architecture based on Large Language Model (LLM), aiming to build a comprehensive intelligent 6G network system. The Large Language Model, with more parameters and stronger learning ability, can more accurately capture patterns and features in data, which can achieve more accurate content output and high intelligence and provide strong support for related research such as network data security, privacy protection, and health assessment. This paper also presents the design framework of a network health assessment system based on LLM and focuses on its potential application value, through the case of network health management system, it is fully demonstrated that the 6G intelligent network system based on LLM has important practical significance for the comprehensive realization of intelligence.","Mon, 29 Apr 2024 02:23:53 UTC (2,048 KB)"
"80","Out-of-distribution generalization under random, dense distributional shifts","Yujin Jeong, Dominik Rothenhäusler","Methodology (stat.ME)","Many existing approaches for estimating parameters in settings with distributional shifts operate under an invariance assumption. For example, under covariate shift, it is assumed that p(y|x) remains invariant. We refer to such distribution shifts as sparse, since they may be substantial but affect only a part of the data generating system. In contrast, in various real-world settings, shifts might be dense. More specifically, these dense distributional shifts may arise through numerous small and random changes in the population and environment. First, we will discuss empirical evidence for such random dense distributional shifts and explain why commonly used models for distribution shifts-including adversarial approaches-may not be appropriate under these conditions. Then, we will develop tools to infer parameters and make predictions for partially observed, shifted distributions. Finally, we will apply the framework to several real-world data sets and discuss diagnostics to evaluate the fit of the distributional uncertainty model.","Mon, 29 Apr 2024 02:16:24 UTC (2,311 KB)"
"81","Reactive Composition of UAV Delivery Services in Urban Environments","Woojin Lee, Babar Shahzaad, Balsam Alkouz, Athman Bouguettaya","Robotics (cs.RO)","We propose a novel failure-aware reactive UAV delivery service composition framework. A skyway network infrastructure is presented for the effective provisioning of services in urban areas. We present a formal drone delivery service model and a system architecture for reactive drone delivery services. We develop radius-based, cell density-based, and two-phased algorithms to reduce the search space and perform reactive service compositions when a service failure occurs. We conduct a set of experiments with a real drone dataset to demonstrate the effectiveness of our proposed approach.","Mon, 29 Apr 2024 02:04:07 UTC (16,442 KB)"
"82","Display in the Air: Balancing Distraction and Workload in AR Glasses Interfaces for Driving Navigation","Xiangyang He, Keyuan Zhou","Human-Computer Interaction (cs.HC)","Augmented Reality (AR) navigation via Head-Mounted Displays (HMDs), particularly AR glasses, is revolutionizing the driving experience by integrating real-time routing information into the driver's field of view. Despite the potential of AR glasses, the question of how to display navigation information on the interface of these devices remains a valuable yet relatively unexplored research area. This study employs a mixed-method approach involving 32 participants, combining qualitative feedback from semi-structured interviews with quantitative data from usability questionnaires in both simulated and real-world scenarios. Highlighting the necessity of real-world testing, the research evaluates the impact of five icon placements on the efficiency and effectiveness of information perception in both environments. The experiment results indicate a preference for non-central icon placements, especially bottom-center in real world, which mostly balances distraction and workload for the driver. Moreover, these findings contribute to the formulation of four specific design implications for augmented reality interfaces and systems. This research advances the understanding of AR glasses in driving assistance and sets the stage for further developments in this emerging technology field.","Mon, 29 Apr 2024 01:37:11 UTC (3,253 KB)"
"83","Numerical investigation of fluid-structure interaction in a pilot-operated microfluidic valve","Ahmed Aissa Berraies, E. Harald van Brummelen, Ferdinando Auricchio","Fluid Dynamics (physics.flu-dyn)","The present paper is concerned with numerical investigation of the performance of a pilot-operated control valve based on shape memory alloy actuation control. The valve under investigation can be integrated into miniaturized hydraulic systems and is developed to perform precise dispensing, mixing, or dosing tasks while being able to withstand relatively high pressure differences. The study evaluates the valve's response under the current ON/OFF and the desired proportional control regimes using numerical methods for fluid-structure interaction. The computational model replicates the operation of the valve, which requires an understanding of the complex interactions between the fluid flow with the pressurized valve and the contact with the valve seat during the opening and closing processes. In addition, the model leverages advanced numerical techniques to overcome several complexities arising mainly from the geometrical, material, and contact nonlinearities, and to mitigate the shortcomings of the partitioned fluid-structure interaction approach. Several simulations are conducted to examine the valve's structural and flow behavior under varying pressure conditions. Results indicate that the valve is adequate for ON/OFF actuation control but is susceptible to flow-induced vibrations during the proportional control regime that occurs due to the sharp pressure drop in the valve-seat gap and the ensuing Venturi effect, which counteract the opening of the main valve. The fluid-structure-interaction simulations provide insight into the mechanism underlying the flow-induced vibrations, which can serve to improve the design and enhance the performance of the valve in microfluidic applications.","Sun, 28 Apr 2024 23:33:47 UTC (24,902 KB)"
"84","Trends and Challenges of Real-time Learning in Large Language Models: A Critical Review","Mladjan Jovanovic, Peter Voss","Machine Learning (cs.LG)","Real-time learning concerns the ability of learning systems to acquire knowledge over time, enabling their adaptation and generalization to novel tasks. It is a critical ability for intelligent, real-world systems, especially when data may be insufficient or difficult to obtain. This review provides a comprehensive analysis of real-time learning in Large Language Models. It synthesizes the state-of-the-art real-time learning paradigms, including continual learning, meta-learning, parameter-efficient learning, and mixture-of-experts learning. We demonstrate their utility for real-time learning by describing specific achievements from these related topics and their critical factors. Finally, the paper highlights current problems and challenges for future research in the field. By consolidating the latest relevant research developments, this review offers a comprehensive understanding of real-time learning and its implications for designing and developing LLM-based learning systems addressing real-world problems.","Sun, 28 Apr 2024 20:44:53 UTC (2,199 KB)"
"85","Tunable Ultrafast Dynamics of Antiferromagnetic Vortices in Nanoscale Dots","Ji Zou, Even Thingstad, Se Kwon Kim, Jelena Klinovaja, Daniel Loss","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Topological vortex textures in magnetic disks have garnered great attention due to their interesting physics and diverse applications. However, up to now, the vortex state has mainly been studied in microsize ferromagnetic disks, which have oscillation frequencies confined to the GHz range. Here, we propose an experimentally feasible ultrasmall and ultrafast vortex state in an antiferromagnetic nanodot surrounded by a heavy metal, which is further harnessed to construct a highly tunable vortex network. We theoretically demonstrate that, interestingly, the interfacial Dzyaloshinskii-Moriya interaction (iDMI) induced by the heavy metal at the boundary of the dot acts as an effective chemical potential for the vortices in the interior. Mimicking the creation of a superfluid vortex by rotation, we show that a magnetic vortex state can be stabilized by this iDMI. Subjecting the system to an electric current can trigger vortex oscillations via spin-transfer torque, which reside in the THz regime and can be further modulated by external magnetic fields. Furthermore, we show that coherent coupling between vortices in different nanodisks can be achieved via an antiferromagnetic link. Remarkably, this interaction depends on the vortex polarity and topological charge and is also exceptionally tunable through the vortex resonance frequency. This opens up the possibility for controllable interconnected networks of antiferromagnetic vortices. Our proposal therefore introduces a new avenue for developing high-density memory, ultrafast logic devices, and THz signal generators, which are ideal for compact integration into microchips.","Sun, 28 Apr 2024 20:30:11 UTC (3,468 KB)"
"86","Evaluating a quantum-classical quantum Monte Carlo algorithm with Matchgate shadows","Benchen Huang, Yi-Ting Chen, Brajesh Gupt, Martin Suchara, Anh Tran, Sam McArdle, Giulia Galli","Quantum Physics (quant-ph)","Solving the electronic structure problem of molecules and solids to high accuracy is a major challenge in quantum chemistry and condensed matter physics. The rapid emergence and development of quantum computers offer a promising route to systematically tackle this problem. Recent work by Huggins et al.[1] proposed a hybrid quantum-classical quantum Monte Carlo (QC-QMC) algorithm using Clifford shadows to determine the ground state of a Fermionic Hamiltonian. This approach displayed inherent noise resilience and the potential for improved accuracy compared to its purely classical counterpart. Nevertheless, the use of Clifford shadows introduces an exponentially scaling post-processing cost. In this work, we investigate an improved QC-QMC scheme utilizing the recently developed Matchgate shadows technique [2], which removes the aforementioned exponential bottleneck. We observe from experiments on quantum hardware that the use of Matchgate shadows in QC-QMC is inherently noise robust. We show that this noise resilience has a more subtle origin than in the case of Clifford shadows. Nevertheless, we find that classical post-processing, while asymptotically efficient, requires hours of runtime on thousands of classical CPUs for even the smallest chemical systems, presenting a major challenge to the scalability of the algorithm.","Sun, 28 Apr 2024 20:10:49 UTC (2,118 KB)"
"87","Using Deep Q-Learning to Dynamically Toggle between Push/Pull Actions in Computational Trust Mechanisms","Zoi Lygizou, Dimitris Kalles","Artificial Intelligence (cs.AI)","Recent work on decentralized computational trust models for open Multi Agent Systems has resulted in the development of CA, a biologically inspired model which focuses on the trustee's perspective. This new model addresses a serious unresolved problem in existing trust and reputation models, namely the inability to handle constantly changing behaviors and agents' continuous entry and exit from the system. In previous work, we compared CA to FIRE, a well-known trust and reputation model, and found that CA is superior when the trustor population changes, whereas FIRE is more resilient to the trustee population changes. Thus, in this paper, we investigate how the trustors can detect the presence of several dynamic factors in their environment and then decide which trust model to employ in order to maximize utility. We frame this problem as a machine learning problem in a partially observable environment, where the presence of several dynamic factors is not known to the trustor and we describe how an adaptable trustor can rely on a few measurable features so as to assess the current state of the environment and then use Deep Q Learning (DQN), in a single-agent Reinforcement Learning setting, to learn how to adapt to a changing environment. We ran a series of simulation experiments to compare the performance of the adaptable trustor with the performance of trustors using only one model (FIRE or CA) and we show that an adaptable agent is indeed capable of learning when to use each model and, thus, perform consistently in dynamic environments.","Sun, 28 Apr 2024 19:44:56 UTC (2,586 KB)"
"88","Out-of-distribution Detection in Medical Image Analysis: A survey","Zesheng Hong, Yubiao Yue, Yubin Chen, Huanjie Lin, Yuanmei Luo, Mini Han Wang, Weidong Wang, Jialong Xu, Xiaoqi Yang, Zhenzhang Li, Sihong Xie","Computer Vision and Pattern Recognition (cs.CV)","Computer-aided diagnostics has benefited from the development of deep learning-based computer vision techniques in these years. Traditional supervised deep learning methods assume that the test sample is drawn from the identical distribution as the training data. However, it is possible to encounter out-of-distribution samples in real-world clinical scenarios, which may cause silent failure in deep learning-based medical image analysis tasks. Recently, research has explored various out-of-distribution (OOD) detection situations and techniques to enable a trustworthy medical AI system. In this survey, we systematically review the recent advances in OOD detection in medical image analysis. We first explore several factors that may cause a distributional shift when using a deep-learning-based model in clinic scenarios, with three different types of distributional shift well defined on top of these factors. Then a framework is suggested to categorize and feature existing solutions, while the previous studies are reviewed based on the methodology taxonomy. Our discussion also includes evaluation protocols and metrics, as well as the challenge and a research direction lack of exploration.","Sun, 28 Apr 2024 18:51:32 UTC (4,215 KB)"
"89","A Universal Kinematical Group for Quantum Mechanics","Gerald A. Goldin, David H. Sharp","Quantum Physics (quant-ph)","In 1968, Dashen and Sharp obtained a certain singular Lie algebra of local densities and currents from canonical commutation relations in nonrelativistic quantum field theory. The corresponding Lie group is infinite dimensional: the natural semidirect product of an additive group of scalar functions with a group of diffeomorphisms. Unitary representations of this group describe a wide variety of quantum systems, and have predicted previously unsuspected possibilities; notably, anyons and nonabelian anyons in two space dimensions. We present here foundational reasons why this semidirect product group serves as a universal kinematical group for quantum mechanics. We obtain thus a unified account of all possible quantum kinematics for systems with mass in an arbitrary physical space, and clarify the role played by topology in quantum mechanics. Our development does not require quantization of classical phase space; rather, the classical limit follows from the quantum mechanics. We also consider the relationship of our development to Heisenberg quantization.","Sun, 28 Apr 2024 18:46:24 UTC (21 KB)"
"90","ROS 2 on a Chip, Achieving Brain-Like Speeds and Efficiency in Robotic Networking","Víctor Mayoral-Vilches, Juan Manuel Reina-Muñoz, Martiño Crespo-Álvarez, David Mayoral-Vilches","Robotics (cs.RO)","The Robot Operating System (ROS) pubsub model played a pivotal role in developing sophisticated robotic applications. However, the complexities and real-time demands of modern robotics necessitate more efficient communication solutions that are deterministic and isochronous. This article introduces a groundbreaking approach: embedding ROS 2 message-passing infrastructure directly onto a specialized hardware chip, significantly enhancing speed and efficiency in robotic communications. Our FPGA prototypes of the chip design can send or receive packages in less than 2.5 microseconds, accelerating networking communications by more than 62x on average and improving energy consumption by more than 500x when compared to traditional ROS 2 software implementations on modern CPUs. Additionally, it dramatically reduces maximum latency in ROS 2 networking communication by more than 30,000x. In situations of peak latency, our design guarantees an isochronous response within 11 microseconds, a stark improvement over the potential hundreds of milliseconds reported by modern CPU systems under similar conditions.","Sun, 28 Apr 2024 15:03:49 UTC (1,408 KB)"
"91","LEGO-like Small-Model Constructions for Åqvist's Logics","Dmitry Rozplokhas","Logic in Computer Science (cs.LO)","Åqvist's logics (E, F, F+(CM), and G) are among the best-known systems in the long tradition of preference-based approaches for modeling conditional obligation. While the general semantics of preference models align well with philosophical intuitions, more constructive characterizations are needed to assess computational complexity and facilitate automated deduction. Existing small model constructions from conditional logics (due to Friedman and Halpern) are applicable only to F+(CM) and G, while recently developed proof-theoretic characterizations leave unresolved the exact complexity of theoremhood in logic F. In this paper, we introduce alternative small model constructions, obtained uniformly for all four Åqvist's logics. Our constructions propose alternative semantical characterizations and imply co-NP-completeness of theoremhood. Furthermore, they can be naturally encoded in classical propositional logic for automated deduction.","Sun, 28 Apr 2024 14:57:10 UTC (54 KB)"
"92","Gate tunable edge magnetoplasmon resonators","E. Frigerio, G. Rebora, M. Ruelle, H. Souquet-Basiège, Y. Jin, U. Gennser, A. Cavanna, B. Plaçais, E. Baudin, J.-M. Berroir, I. Safi, P. Degiovanni, G. Fève, G. Ménard","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Quantum Hall systems are platforms of choice when it comes to study topological properties of condensed matter systems and anyonic exchange statistics. In this work we have developed a tunable radiofrequency edge magnetoplasmonic resonator meant to serve as a versatile platform for future interferometric devices. The resonance frequency of the system is controlled by both the magnetic field and a set of electrostatic gates. The gates allow us to change both the size of the resonant cavity and the electronic density of the two-dimensional electron gas. We show that we can continuously control the frequency response of our resonator, making it possible to develop an edge magnetoplasmon interferometer. As we reach smaller sizes of our resonator, finite size effects caused by the measurement probes manifest. We present a theoretical description of the system taking into account the spatial extension of the probing gates. In the future, such device will be a valuable tool to investigate the properties of non-abelian anyons in the fractional quantum Hall regime.","Sun, 28 Apr 2024 14:51:49 UTC (955 KB)"
"93","Learning to Move Objects with Fluid Streams in a Differentiable Simulation","Karlis Freivalds, Laura Leja, Oskars Teikmanis","Robotics (cs.RO)","We introduce a method for manipulating objects in three-dimensional space using controlled fluid streams. To achieve this, we train a neural network controller in a differentiable simulation and evaluate it in a simulated environment consisting of an 8x8 grid of vertical emitters. By carrying out various horizontal displacement tasks such as moving objects to specific positions while reacting to external perturbations, we demonstrate that a controller, trained with a limited number of iterations, can generalise to longer episodes and learn the complex dynamics of fluid-solid interactions. Importantly, our approach requires only the observation of the manipulated object's state, paving the way for the development of physical systems that enable contactless manipulation of objects using air streams.","Sun, 28 Apr 2024 13:26:53 UTC (899 KB)"
"94","Infrared absorbers inspired by nature","Sébastien R. Mouchet","Optics (physics.optics)","Efficient energy harvesting, conversion, and recycling technologies are crucial for addressing the challenges faced by modern societies and the global economy. The potential of harnessing mid-infrared (mid-IR) thermal radiation as a pervasive and readily available energy source has so far no been fully exploited, particularly through bioinspiration. In this article, by reviewing existing photon-based strategies and the efficiency of natural systems in harnessing light and thermal radiation, I highlight the promising role of bioinspiration in enhancing energy capture, conversion, and recycling. Natural photonic structures found in various organisms, including insects, birds, and plants, exhibit sophisticated optical properties that can be leveraged for energy-efficient applications. These developments pave the way for future research and innovation in bioinspired energy solutions. Ultimately, they contribute to the pursuit of a sustainable and environmentally conscious future by harnessing the beauty of nature's designs to meet humankind's energy needs.","Sun, 28 Apr 2024 12:57:49 UTC (43,290 KB)"
"95","Tracking Transforming Objects: A Benchmark","You Wu, Yuelong Wang, Yaxin Liao, Fuliang Wu, Hengzhou Ye, Shuiwang Li","Computer Vision and Pattern Recognition (cs.CV)","Tracking transforming objects holds significant importance in various fields due to the dynamic nature of many real-world scenarios. By enabling systems accurately represent transforming objects over time, tracking transforming objects facilitates advancements in areas such as autonomous systems, human-computer interaction, and security applications. Moreover, understanding the behavior of transforming objects provides valuable insights into complex interactions or processes, contributing to the development of intelligent systems capable of robust and adaptive perception in dynamic environments. However, current research in the field mainly focuses on tracking generic objects. In this study, we bridge this gap by collecting a novel dedicated Dataset for Tracking Transforming Objects, called DTTO, which contains 100 sequences, amounting to approximately 9.3K frames. We provide carefully hand-annotated bounding boxes for each frame within these sequences, making DTTO the pioneering benchmark dedicated to tracking transforming objects. We thoroughly evaluate 20 state-of-the-art trackers on the benchmark, aiming to comprehend the performance of existing methods and provide a comparison for future research on DTTO. With the release of DTTO, our goal is to facilitate further research and applications related to tracking transforming objects.","Sun, 28 Apr 2024 11:24:32 UTC (5,361 KB)"
"96","Enhancing Fairness in Neural Networks Using FairVIC","Charmaine Barker, Daniel Bethell, Dimitar Kazakov","Machine Learning (cs.LG)","Mitigating bias in automated decision-making systems, specifically deep learning models, is a critical challenge in achieving fairness. This complexity stems from factors such as nuanced definitions of fairness, unique biases in each dataset, and the trade-off between fairness and model accuracy. To address such issues, we introduce FairVIC, an innovative approach designed to enhance fairness in neural networks by addressing inherent biases at the training stage. FairVIC differs from traditional approaches that typically address biases at the data preprocessing stage. Instead, it integrates variance, invariance and covariance into the loss function to minimise the model's dependency on protected characteristics for making predictions, thus promoting fairness. Our experimentation and evaluation consists of training neural networks on three datasets known for their biases, comparing our results to state-of-the-art algorithms, evaluating on different sizes of model architectures, and carrying out sensitivity analysis to examine the fairness-accuracy trade-off. Through our implementation of FairVIC, we observed a significant improvement in fairness across all metrics tested, without compromising the model's accuracy to a detrimental extent. Our findings suggest that FairVIC presents a straightforward, out-of-the-box solution for the development of fairer deep learning models, thereby offering a generalisable solution applicable across many tasks and datasets.","Sun, 28 Apr 2024 10:10:21 UTC (386 KB)"
"97","Quasi-interpolation projectors for Subdivision Surfaces","Hailun Xu, Hongmei Kang","Numerical Analysis (math.NA)","Subdivision surfaces are considered as an extension of splines to accommodate models with complex topologies, making them useful for addressing PDEs on models with complex topologies in isogeometric analysis. This has generated a lot of interest in the field of subdivision space approximation. The quasi-interpolation offers a highly efficient approach for spline approximation, eliminating the necessity of solving large linear systems of equations. Nevertheless, the lack of analytical expressions at extraordinary points on subdivision surfaces makes traditional techniques for creating B-spline quasi-interpolants inappropriate for subdivision spaces. To address this obstacle, this paper innovatively reframes the evaluation issue associated with subdivision surfaces as a correlation between subdivision matrices and limit points, offering a thorough method for quasi-interpolation specifically designed for subdivision surfaces. This developed quasi-interpolant, termed the subdivision space projection operator, accurately reproduces the subdivision space. We provide explicit quasi-interpolation formulas for various typical subdivision schemes. Numerical experiments demonstrate that the quasi-interpolants for Catmull-Clark and Loop subdivision exhibit third-order approximation in the (L_2) norm and second-order in the (L_\infty) norm. Furthermore, the modified Loop subdivision quasi-interpolant achieves optimal approximation rates in both the (L_2) and (L_\infty) norms.","Sun, 28 Apr 2024 07:39:18 UTC (2,845 KB)"
"98","Ferroelectricity in twisted double bilayer graphene","Renjun Du, Jingkuan Xiao, Di Zhang, Xiaofan Cai, Siqi Jiang, Fuzhuo Lian, Kenji Watanabe, Takashi Taniguchi, Lei Wang, Geliang Yu","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Two-dimensional ferroelectrics can maintain vertical polarization up to room temperature, and are, therefore, promising for next-generation nonvolatile memories. Although natural two-dimensional ferroelectrics are few, moiré superlattices provide us with a generalized method to construct ferroelectrics from non-ferroelectric parent materials. We report a realization of ferroelectric hysteresis in a AB-BA stacked twisted double bilayer graphene (TDBG) system. The ferroelectric polarization is prominent at zero external displacement field and reduces upon increasing displacement fields. TDBG in the AB-BA configuration possesses a superlattice of non-centrosymmetric domains, exhibiting alternatively switchable polarities even without the assistance of any boron nitride layers; however, in the AB-AB stacking case, the development of polarized domains necessitates the presence of a second superlattice induced by the adjacent boron nitride layer. Therefore, twisted multilayer graphene systems offer us a fascinating field to explore two-dimensional ferroelectricity.","Sun, 28 Apr 2024 03:17:38 UTC (6,279 KB)"
"99","Micro-swimmer collective dynamics in Brinkman flows","Yasser Almoteri, Enkeleida Lushi","Fluid Dynamics (physics.flu-dyn)","Suspensions of swimming micro-organisms are known to undergo intricate collective dynamics as a result of hydrodynamic and collision interactions. Micro-swimmers, such as bacteria and micro-algae, naturally live and have evolved in complex habitats that include impurities, obstacles and interfaces. To elucidate their dynamics in a heterogeneous environment, we consider a continuum theory where the the micro-swimmers are embedded in a Brinkman wet porous medium, which models viscous flow with an additional resistance or friction due to the presence of smaller stationary obstacles. The conservation equation for the swimmer configurations includes advection and rotation by the immersing fluid, and is coupled to the viscous Brinkman fluid flow with an active stress due to the swimmers' motion in it. Resistance alters individual swimmer locomotion and the way it disturbs the surrounding fluid, and thus it alters its hydrodynamic interactions with others and and such affects collective dynamics.The entropy analysis and the linear stability analysis of the system of equations both reveal that resistance delays and hinders the onset and development of the collective swimming instabilities, and can completely suppress it if sufficiently large. Simulations of the full nonlinear system confirm these. We contrast the results with previous theoretical studies on micro-swimmers in homogeneous viscous flow, and discuss relevant experimental realizations.","Sun, 28 Apr 2024 00:41:57 UTC (12,398 KB)"
"100","LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing","Zeyang Ma, An Ran Chen, Dong Jae Kim, Tse-Hsun Chen, Shaowei Wang","Software Engineering (cs.SE)","Logs are important in modern software development with runtime information. Log parsing is the first step in many log-based analyses, that involve extracting structured information from unstructured log data. Traditional log parsers face challenges in accurately parsing logs due to the diversity of log formats, which directly impacts the performance of downstream log-analysis tasks. In this paper, we explore the potential of using Large Language Models (LLMs) for log parsing and propose LLMParser, an LLM-based log parser based on generative LLMs and few-shot tuning. We leverage four LLMs, Flan-T5-small, Flan-T5-base, LLaMA-7B, and ChatGLM-6B in LLMParsers. Our evaluation of 16 open-source systems shows that LLMParser achieves statistically significantly higher parsing accuracy than state-of-the-art parsers (a 96% average parsing accuracy). We further conduct a comprehensive empirical analysis on the effect of training size, model size, and pre-training LLM on log parsing accuracy. We find that smaller LLMs may be more effective than more complex LLMs; for instance where Flan-T5-base achieves comparable results as LLaMA-7B with a shorter inference time. We also find that using LLMs pre-trained using logs from other systems does not always improve parsing accuracy. While using pre-trained Flan-T5-base shows an improvement in accuracy, pre-trained LLaMA results in a decrease (decrease by almost 55% in group accuracy). In short, our study provides empirical evidence for using LLMs for log parsing and highlights the limitations and future research direction of LLM-based log parsers.","Sat, 27 Apr 2024 20:34:29 UTC (292 KB)"
"101","Optimization of District Heating Network Parameters in Steady-State Operation","Sai Krishna K. Hari, Anatoly Zlotnik, Shriram Srinivasan, Kaarthik Sundar, Mary Ewers","Optimization and Control (math.OC)","We examine the modeling, simulation, and optimization of district heating systems, which are widely used for thermal transport using steam or hot water as a carrier. We propose a generalizable framework to specify network models and scenario parameters, and develop an optimization method for evaluating system states including pressures, fluid flow rates, and temperatures throughout the network. The network modeling includes pipes, thermal plants, pumps, and passive or controllable loads as system components. We propose basic models for thermodynamic fluid transport and enforce the balance of physical quantities in steady-state flow over co-located outgoing and return networks. We formulate an optimization problem with steam and hot water as the outgoing and return carriers, as in legacy 20th century systems. The physical laws and engineering limitations are specified for each component type, and the thermal network flow optimization (TNFO) problem is formulated and solved for a realistic test network under several scenarios.","Mon, 29 Apr 2024 16:57:42 UTC (235 KB)"
"102","A Comprehensive Rubric for Annotating Pathological Speech","Mario Corrales-Astorgano, David Escudero-Mancebo, Lourdes Aguilar, Valle Flores-Lucas, Valentín Cardeñoso-Payo, Carlos Vivaracho-Pascual, César González-Ferreras","Computation and Language (cs.CL)","Rubrics are a commonly used tool for labeling voice corpora in speech quality assessment, although their application in the context of pathological speech remains relatively limited. In this study, we introduce a comprehensive rubric based on various dimensions of speech quality, including phonetics, fluency, and prosody. The objective is to establish standardized criteria for identifying errors within the speech of individuals with Down syndrome, thereby enabling the development of automated assessment systems. To achieve this objective, we utilized the Prautocal corpus. To assess the quality of annotations using our rubric, two experiments were conducted, focusing on phonetics and fluency. For phonetic evaluation, we employed the Goodness of Pronunciation (GoP) metric, utilizing automatic segmentation systems and correlating the results with evaluations conducted by a specialized speech therapist. While the obtained correlation values were not notably high, a positive trend was observed. In terms of fluency assessment, deep learning models like wav2vec were used to extract audio features, and we employed an SVM classifier trained on a corpus focused on identifying fluency issues to categorize Prautocal corpus samples. The outcomes highlight the complexities of evaluating such phenomena, with variability depending on the specific type of disfluency detected.","Mon, 29 Apr 2024 16:44:27 UTC (183 KB)"
