"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","UPDATE (22 March 2022):New unit arrived yesterday and started up perfectly.As for a laptop, it's perfectly functional. The design is nice, the keyboard feels nice (trackpad takes some getting used to clicking), there are enough ports for the peripherals I use, and it's run older games for 5 hours straight with negligible heat. I haven't tested the webcam and microphone yet.I don't play new or graphic-intensive games, but this ran very well on older games (Team Fortress 2, Spec Ops: The Line, Magic the Gathering 2014) and some newer ones (Deep Rock Galactic). I plan to run Halo Infinite and Outer Wilds later this week and expect it to perform well.I will keep this updated as my time with this computer progresses. 5/5___________________________________________________________________OLD REVIEW (20 March 2022):TL;DR - I'm sure the laptop is great but the one I received is defective (can't charge - motherboard issue). I am returning it to Amazon and have ordered another one, as I'm sure a functioning unit will meet my expectations for this product. I will update my review when my second order arrives. As for now, 1 star for defective product.I wanted a budget gaming laptop to replace my retired ASUS G55VW (2011). I chose this model due to its strong specs for a budget device, including an RTX 3050Ti (midrange for graphics cards in 2021 but supports the burgeoning ray-tracing technology used in current games), Core i7 CPU, 1 TB SSD storage, and 16GB memory. I also chose this because I wanted a 17-inch screen. The price point maxed out my acceptable budget range (~$1200).I believe this laptop is a good choice for me considering these specs and the price, and I look forward to trying it out.HOWEVER, the model I received appears to be defective - I believe I got a lemon. Upon unboxing, plugging the charger into the laptop did not illuminate the 'charging' light on the laptop, even after trying different electrical outlets and surge protectors. I took it to a local computer repair shop and the tech confirmed the charger itself was functional, as his voltmeter reported 19+ V. Upon opening the device and testing it, he concluded that something was wrong with the motherboard that prevented charging (I am unfamiliar with computers and cannot relay the significance of what he said).I filed for a return-and-replace with Amazon; they accepted the return but denied the replacement - likely so I couldn't keep both laptops and run. The laptop is currently repackaged and I will drop it off at UPS for a return in the next couple of days.I immediately ordered another unit, as this model was my first choice. I expect the second product to work just fine and meet my purchasing expectations, and eagerly await its arrival. I understand defective products are produced and shipped as a natural part of the production process, and do not consider this representative of Acer.While I'm sure the product will meet my expectations, I am saddened to receive a defective model. I will provide an updated review when my second order arrives.","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"57","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","PC Gaming Beginner","I got my computer on February 1st. It had a defective screen. I sent it to Acer. It took them two days to get my a shipping label. It took seven days for it to reach them. After they had it for a week, they could not give me an ETA on when repairs would be finished. I finally got it back today, on the 25th, and immediately returned it to Amazon because I had to have a functional computer and couldn't hold onto my loaner without a solid estimate for when I'd get this one back.So it was nearly a full four weeks from when I originally got it that it was in my hands in a fully working state, and from what I've seen, this is fast for Acer.Which is a shame - this is a lot of computer for the price. To give credit where it's due, I tested the laptop when it was returned to me and it seemed like the screen problems I was having were completely fixed.Considering the price puts this solidly in the mid-range category, you're getting a lot for what you're paying. It doesn't need an additional harddrive or RAM to be completely viable out of the box. (I bought the 1TB/16GB RAM model.) If you want to add a harddrive, there's a SATA cable in the box, and it's fairly easy to get the back panel off. There's even a tutorial by Acer on YouTube on exactly how to do it.In terms of right-to-repair, though, it's mediocre. It's easy to get to the guts of the computer itself. I'd like having easy access panels for the HDD and RAM, but that's a minor complaint - it's not hard to pry this laptop open.What's disappointing is the mount for the screen. Screens die faster than anything else on a laptop. The way this thing is built, I'm not surprised my screen was defective out of the box. You'll want to always open and close the lid with both hands if you want your screen to last the lifetime of the laptop. If you ever need to change the screen out, it's clearly not designed for you to be able to do so. The bezels aren't as simple to pop open as they are on other units, and the screen is held in place by glue, making it so that you probably want to take it to a technician unless you have some experience doing these kinds of repairs yourself.I wish I could say my experience with this was stellar. I loved my Acer Predator Helios from 2018. I've loved the Aspire I've used for writing documents. I'm just completely unimpressed by Acer's service. Three weeks in and no ETA concerning when the laptop would be back in my hands was unacceptable. They only send you updates when they receive your laptop and when they're sending it back. You can't find out any further details - not even where you're at in the queue.I ended up getting a Lenovo Idea Pad 3 Gaming and so far I am loving it. I can't rate Lenovo's support because I haven't had to contact them. The machine I am using now feels rock solid; much better than I would have expected given the amount of power it has for the price. (Under $800.)With this laptop - it looks like it would be worth it if you get it and it works as intended right out of the box. But - I'm far from the only person who has had an issue with it. They've had build quality problems with the Nitro line all the way through, and there are cases where it took 5-6 weeks for people to get their machines back if they went through Acer's support.With these specs, from the testing I did when I had it hooked up to an external monitor, it performs as beautifully as you'd expect. There is a rock solid machine here if you're careful with the screen and get one that works right out of the box.If you don't?Don't deal with Acer support. Buy a third party warranty if you think you'll ever need it. Buying online, I'd go for something without a lot of reported build problems. This is the kind of laptop that I would buy in person so I could test and immediately replace a defective unit.My trust in Acer is completely shot after this experience. At this point, I'm just glad they got it back to me within the return window. I jumped in because I've had amazing experiences with Acer hardware in the past. Those will probably be my last Acer machines. It's completely unacceptable for a multi-million dollar company to mass produce a line of laptops with a high number of defects and a support process that leaves the buyer in the dark for the majority of it.So - based on build quality, it's a 3 1/2 to 4 star laptop if it works. If it doesn't? You're better off returning it and getting another computer.","Verified Purchase","Reviewed in the United States on October 20, 2023","5.0 out of 5 stars"
"58","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Gary","I used to play world of warcraft 11 years ago but the game got ahead of my technology. So I had to give it up. in  Facebook group I saw this laptop recommended as a good value for a gaming laptop. I decided to treat myself. I love it! I love how the keyboard lights up, I love how it boots up quickly, the great response in gameplay. The only thing that I do not like about it is the battery life is like 3 hours. I called the acer help desk to see is this is a problem. I was told that this is normal. This is not a problem for me because I do not travel and can plug it in when I need the battery recharged. This might be a problem for other folks.","Verified Purchase","Reviewed in the United States on January 31, 2024","4.0 out of 5 stars"
"59","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Michael Mulvaney","This laptop makes a strange sound before fans kick on, runs 90c gaming and has a wobbly screen. It's brand new and the screen moves when I type, very annoying...Update: so the noise seems to be coil whine from what others have told me and it does run hot but only if you're maxing the games out, nothing a cooling pad can't fix. The wobble is annoying but I've heard it's normal, I think it's luck of the draw for that.My question is could I possibly tighten the hinge? It's not bad yet but with heavy use I could see it degrading over time.","Verified Purchase","Reviewed in the United States on February 26, 2022","5.0 out of 5 stars"
"60","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","The Mad Alchemist","Sad to say I returned this laptop. Not because of the performance. It was great, just that it wasn't for my necessary needs.Great processor and dedicated video card. Played all the games I threw at it.It's that 1) I personally found it too heavy for a lap to be a laptop lol and 2) I wanted to upgrade the ram and storage. I figured if I do that I might as well get a laptop that already has the ram and storage I wanted as well as more updated graphics card","Verified Purchase","Reviewed in the United States on January 1, 2024","5.0 out of 5 stars"
"61","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","at $950 I had to take the chance on this laptop despite some of the reviews being bad. If you're considering this laptop my guess is you're like me in that you dont want to build a pc yourself for whatever reason. I would say this was a fair purchase but if you can wait, i'd say save up a bit more and get a pc built for yourself at microcenter or something. I have played many games and all of them can be played on at least medium settings with no lag. That would include cyberpunk 2077 to give you an idea. I really only have one problem with the laptop and it makes it a bad long term investment. From fully charged, i can only game for maybe 50 minutes. Cant even reach an hour. If that sounds unpleasant to you then pass on this. Otherwise it serves its purpose for me in playing all the games I couldn't on my previous laptop.","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"62","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","The Mad Alchemist","Not sure why it wants you to rate it as a touch screen model when there's no function for it. However, after a few months with it I'm happy. I don't game much but I've played a few easy going games and have had no actual issues, and will be upgrading to 32GB of RAM just because. My biggest issue is that if you stay on a bright screen for a while, like Amazon for example, and then go to a website where you're using a dark mode, like I do on Discord, the ghost image can be seen. Also, when streaming shows/movies there's always a bright spot in the bottom left corner as if someone is home and forgot to turn the light off in a room. It's distracting.","Verified Purchase","Reviewed in the United States on February 26, 2022","5.0 out of 5 stars"
"63","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Pengwing","He uses it for gaming & he was running out of storage, so he had a higher processor installed. The guys who did it said that's what a lot of gamers actually do to save money instead of opting for the more expensive laptops with more memory.","Verified Purchase","Reviewed in the United States on January 26, 2024","1.0 out of 5 stars"
"64","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Brian S","I purchased the laptop for my daughter, this is what she said!“ Great brightness settings, decent colors but not fantastic for ""hardcore"" gamers or people wanting to get true colors for content creation/art. But for on the road projects and entertainment it is perfect, no complaints!It is not but it is very solid for what I need.Price to performance I give it 5/5, overall with personal preference if you could do decimals I'd give it 4.8/5.  Otherwise just 5/5”.","Verified Purchase","Reviewed in the United States on January 12, 2024","5.0 out of 5 stars"
"65","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","ijaja","Good graphics and speed but battery life is short, less than 2 hrs.and the plastic case is very susceptible to finger print stains and is difficult to get and keep clean.It is impossible to find a 90 degree charger or adapter, as the one that comes with it sticks straight out of the back, which can be awkward.","Verified Purchase","Reviewed in the United States on March 5, 2024","4.0 out of 5 stars"
"66","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Merlina","At first I thought they were not the same latop, after I contact my friend that recommended me this latop I knew they were the same latop. When It came I also thought it didn't change but I just had to make a little bit of more pressure.","Verified Purchase","Reviewed in the United States on January 31, 2024","5.0 out of 5 stars"
"67","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","R. Duncan","I was worried at first as a strange sound was coming from inside like a moving neck chain… I had faith in it as I didn’t want to return as I love it, I did reported the issue though. It’s been about 3 months now and it’s working perfectly fine and I’m no longer hearing the sound.","Verified Purchase","Reviewed in the United States on February 12, 2024","4.0 out of 5 stars"
"68","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","⭐️⭐️⭐️⭐️⭐️","Great value for the money. Runs smoothly, overall I've had no issues with it","Verified Purchase","Reviewed in the United States on February 22, 2024","4.0 out of 5 stars"
"69","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","⭐️⭐️⭐️⭐️⭐️","Great PC except, I can't read the keys since red on black! The red LED back light hardly helps.  Please use white print on black for those of us who can't see red.  Thank you.","Verified Purchase","Reviewed in the United States on February 18, 2024","5.0 out of 5 stars"
"70","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","TIMOYA","I got this to write stories on and play sims 4. Graphics and loading speed is incredible!","Verified Purchase","Reviewed in the United States on March 8, 2024","5.0 out of 5 stars"
"71","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","Cumplió la mayoría de mis expectativas, la uso para la universidad, para editar video, para jugar y rinde de maravilla.Refrigeración 10/10, buenas temperaturas, incluye su software para elegir el modo de los ventiladores.La batería me ha llegado a durar 3 horas con ahorro de energía, bajo brillo y haciendo tareas sencillas.La cámara se ve lo suficientemente bien, no es la gran cosa pero tampoco necesito que sea un punto fuerte.Micrófono combinado con la reducción de ruido por IA se escucha muy bien para reuniones.Teclado muy bueno, suficiente recorrido y buen tacto, la retroiluminacion funciona bien con diferente intensidad, solo es rojo pero funciona.El i5-12500h, va de maravilla, nunca he logrado usarlo al 100%, no importa cuántas cosas este haciendo multitarea. Es una maravilla.La 3050ti, es una gráfica de la gen pasada pero rinde lo suficiente, en juegos AAA nuevos si va a 100% pero siempre arriba de 60fps en especial con tecnologías como dlss. Su límite creo que son los 4gb de vram.Recomiendo mucho la versión con 16gb ram, hoy en día son una necesidad.Los puertos son muy variados y son todo lo que necesito, varios USB 3.2, USB-c, HDMI 2.1, Puerto Ethernet, jack de auriculares.Los únicos contras que le ví son:1. El trackpad no es tan fluido, se te traba el dedo, he usado mejores en computadoras más baratas, pero en lo personal siempre la uso con un mouse aparte y casi nunca uso el trackpad pero cuando salgo y no llevo mouse si se nota que es un punto débil.2. El brillo de la pantalla, me parece poco. Obvio no es una computadora para exteriores, pero incluso en interiores, a veces siento necesitar más brillo. Fuera de eso la pantalla se ve muy bien.","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"72","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","The Mad Alchemist","X that I could take on vacations or winter get-a-ways that had the capability of running X Plane 12 and this fills the bill !","Verified Purchase","Reviewed in the United States on February 26, 2022","5.0 out of 5 stars"
"73","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Carlos","Llego en perfectas condiciones nuevo y tal cual las especificaciones","Verified Purchase","Reviewed in the United States on October 18, 2023","1.0 out of 5 stars"
"74","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Carlos","Lapttop runs pretty smoothe and can handle most games. only issue i have is that at random intervals the screen would start flickering and it's get kind of annoying. Restarting the laptop usually fixes this temporarily.","Verified Purchase","Reviewed in the United States on February 27, 2024","5.0 out of 5 stars"
"75","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Larry Kinyon","I gifted this laptop to my Dad because he's a gamer and was long overdue for an upgrade. He plays WOW and OW fluidly and loves it. It runs smoothly. I'm unsure of how hot it runs because I also purchased an external fan for it and he uses it all the time. No complaints so far!","Verified Purchase","Reviewed in the United States on March 6, 2024","5.0 out of 5 stars"
"76","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Liliana Carolina Moreno Villamizar","Using it for work - mostly office stuff.  It is fast and quiet.  Love it.  And it looks cool","Verified Purchase","Reviewed in the United States on January 27, 2024","5.0 out of 5 stars"
"77","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Benson O.","Bought for daughter she loved it for teen but it was hard for her to set up.","Verified Purchase","Reviewed in the United States on February 6, 2024","5.0 out of 5 stars"
"78","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Alexis Doubleu","La laptop no me terminaba de convencer, precisamente porque la comparaba con una opción de hp, sin embargo, puedo decir que no me arrepiento de la compra.El equipo rinde excepcional, es liviano, silencioso, tiene software personalizado de fábrica, una pantalla que cumple para su precio y los procesadores que van perfecto.Lo único que me faltó es un poco más de RAM, pero ya viene en camino otra memoria para hacerla aún mejor. 10/10.","Verified Purchase","Reviewed in the United States on February 22, 2024","4.0 out of 5 stars"
"79","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Johnny Kaua’i","I'm playing with it for about 10 days now and it's been freezing the games when it heats up. There's a native app called nitro sense, where you can speed up the coolers, but it wasn't enough to play Ori and the will of wisps on full or red dead redemption on ultra mode. I got external coolers and it got better. I had to low the graphics to have a better playing experience.  Battery doesn't last more than an hour of play time. My power bill raised a bit. I'd give it an 8/10 score. In general, it's a good gaming PC.","Verified Purchase","Reviewed in the United States on February 4, 2024","5.0 out of 5 stars"
"80","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Brutally Honest.","I got this go that I can play games at different locations and not disturb others in the family or hang out with them while they are watching something I have no interest in  Easily plays all my games, good size monitor, speed and graphics. Loads games much quicker than my periods laptop.  Good value","Verified Purchase","Reviewed in the United States on January 23, 2024","5.0 out of 5 stars"
"81","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Naglfarslayer","Just took a week extra to arrive but otherwise nothing to complain about!","Verified Purchase","Reviewed in the United States on March 19, 2022","4.4 out of 5 stars"
"82","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","The Mad Alchemist","I bought this for my mom. She wanted to get a laptop for work but also because she had gotten into a pc game called Genshin Impact. So I got her this laptop and she cried she was so happy. Mom says battery runs out a bit fast but over all good laptop.","Verified Purchase","Reviewed in the United States on February 26, 2022","5.0 out of 5 stars"
"83","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Khareim Grant","First off, I scrutinized this purchase to make sure it fit my needs moving forward. Acer Nitro had done great in the past for me. The excellent lifetime given by my previous Nitro 5, i5 Gtx1060  from 2018. Brought me back with established brand confidence.Then it hurt my feelings with deceptive system write ups, misleading access port specs, ect...The short version.This is a whole lot of all the right components forced to live with each other against their will. This laptop is an uncooperative disappointment.All the gripes:I picked this model specifically for its Thunderbolt 4 USB C Display Adapter Port and was thrilled about the RTX3060 GPU.It took 20 hours of setup (WTF seriously) to find out that besides all the issues that would have made it a defective return anyhow, the Display Port is hard wired to the Intel HD on-board graphics processor. It is built to fail on that point.This system has issues built into it in ways that boggle your bogs. The screen had 7 to 8 light discoloration areas around the edges like it had been beaten on from the inside. The new power cord design is something I hope they have fixed in 2023. My experience was it caused power failures when moved while plugged in.  Sudden total power failures, it was like to a blackout.Speaking of feedback, the audio on board sends back slight popping sounds.  Digital distortions from all operations and outputs was intermittent; it does seem consistent as reported by other owners of this model. Some speculation whether this is a new WinOS build issue.If you are a VR user just looking to occasionally link to a laptop, find another. It is possible but the performance of the  RTX3060 in this systems build is surprisingly dismal. At midrange settings, no ray tracing, CP2077 (Cyberpunk 2077) was not able to hold 15 FPS for any interaction beyond the menu screen. The RTX GPU and the CPU share a studio apt with inadequate airflow. It heats up fast and ""The GPU Little Dual Fans that Could"" can't . Why they even let this build go into manufacture is beyond me. This machine cannot keep baseline operating temperature while watching a Movie. This is actually the first time in 13 years of having a laptop as a critical tool of my trade that I even noticed they had any fans. I always just gave them proper ventilation. You will notice these fans thiugh, when the 95 to 110 degree air starts blasting from all possible routes. This is the GPU warning you that an "" Emergency Safety Shutdown"" is about to occur because you are playing Fortnite or whatever. This was the only helpful unintended feature. I found I had about 15 to 20 seconds to save my game or work. By the time I figured out that workflow hack, I finally admitted to myself that I had been naive and was being stubborn trying to create work arounds and validate the value of my purchase.If you are the kind of person who enjoys taking badly designed hardware platforms and tinkering with them you found a deal here..Cyberware PC, ASUS, NITRO have done well by me for the 3 previous workstations I have built on their bare bones. My 2018 Nitro 5 survived, falls, collisions and was even stepped on (In my bag) and made a cracking noise that brought so many simultaneous gasps in a room full of technicians that you could feel the air leaving the room.So please don't let this lengthy review of this one product turn you away from the brand. It has been solid so far.Goodbye 2018 Nitro 5 you were a adequate tool and a  nobel machine.R.I.P.  ""MiniPrime""2018-2023 Death by Winter Storm  😭 Like tears in Rain,,I found it next an open window after a storm, in a puddle.Waaaah!If you read this whole thing, thanks I guess. I wish you the best in all that you give your best to.","Verified Purchase","Reviewed in the United States on January 26, 2024","1.0 out of 5 stars"
"84","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Jasmine Rodriguez","It performs and runs as expected. I have not had any issues with this gaming laptop since I purchased it 7 months ago.","Verified Purchase","Reviewed in the United States on December 28, 2023","4.0 out of 5 stars"
"85","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Titus Prime","It does run hot but had to buy a fan to cool it off. Plus the charger thing is hot as well. Please fix the over hot issue.","Verified Purchase","Reviewed in the United States on August 26, 2023","4.0 out of 5 stars"
"86","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Corey b.","The main reason was the back lit key pad. Allot brighter then most and that's what I needed to see the keys . Having all the extra USB ports was nice too.","Verified Purchase","Reviewed in the United States on February 12, 2024","2.0 out of 5 stars"
"87","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","maddog","I’m a gamer and this is an affordable great graphics laptop","Verified Purchase","Reviewed in the United States on January 8, 2024","5.0 out of 5 stars"
"88","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Marko Polo","I got this to game on. Setup was fast and easy. Charger gets super hot while charging but from what I’ve read, that’s pretty normal. It runs great and never lags while I’m gaming!","Verified Purchase","Reviewed in the United States on February 3, 2024","4.0 out of 5 stars"
"89","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Gary M Marvin","I don't know if this laptop is a remanufactured one or it was damaged but I'm having to completely turn it off and back on every time I want to login because it keeps telling me my login in incorrect but after I restart it the pin login is just fine and I don't understand it. Theirs a lot of other things that I've never had any issues with a regular laptop as well. I also still have not received an email from my 2 year warranty for my account with them and I don't know how about getting that information but I do have a screenshot of my account number and order number.","Verified Purchase","Reviewed in the United States on February 13, 2024","5.0 out of 5 stars"
"90","Laptop","RAcer Nitro 5 Gaming Laptop | Intel 12th Gen i7-12650H | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6” FHD 144Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6 | RGB Backlit KB | AN515-58-781P","Kelly Anderson","I bought this laptop for my 12 year old. It’s his first laptop and he mainly uses it to play Roblox. It works well for him and the price wasn’t so bad.","Verified Purchase","Reviewed in the United States on January 27, 2024","5.0 out of 5 stars"
